mesh_term;aop_level
Neoplasm, Lymphatic Tissue;Unassigned
Lymphangioma, Cystic;Unassigned
Lymphangioleiomyomatosis;Unassigned
Neoplasms, Complex and Mixed;Unassigned
Adenomyoma;Unassigned
Adenosarcoma;Unassigned
Carcinoma, Adenosquamous;Unassigned
Hepatoblastoma;Unassigned
Mixed Tumor, Malignant;Unassigned
Mixed Tumor, Mesodermal;Unassigned
Mixed Tumor, Mullerian;Unassigned
Nephroma, Mesoblastic;Unassigned
Pulmonary Blastoma;Unassigned
Sarcoma, Endometrial Stromal;Unassigned
Neoplasms, Connective and Soft Tissue;Unassigned
Neoplasms, Adipose Tissue;Unassigned
Angiolipoma;Unassigned
Angiomyolipoma;Unassigned
Liposarcoma, Myxoid;Unassigned
Myelolipoma;Unassigned
Chondromatosis;Unassigned
Chondrosarcoma, Mesenchymal;Unassigned
Giant Cell Tumor of Bone;Unassigned
Neoplasms, Bone Tissue;Unassigned
Fibroma, Ossifying;Unassigned
Osteoblastoma;Unassigned
Osteochondromatosis;Unassigned
Osteosarcoma, Juxtacortical;Unassigned
Neoplasms, Fibrous Tissue;Unassigned
Histiocytoma, Benign Fibrous;Unassigned
Fibroma, Desmoplastic;Unassigned
Fibromatosis, Abdominal;Unassigned
Desmoid Tumors;Unassigned
Dermatofibrosarcoma;Unassigned
Myofibromatosis;Unassigned
Neoplasms, Fibroepithelial;Unassigned
Fibroadenoma;Unassigned
Sarcoma, Clear Cell;Unassigned
Sarcoma, Small Cell;Unassigned
Angiomyoma;Unassigned
Leiomyoma, Epithelioid;Unassigned
Leiomyomatosis;Unassigned
Rhabdomyosarcoma, Alveolar;Unassigned
Rhabdomyosarcoma, Embryonal;Unassigned
Sarcoma, Alveolar Soft Part;Unassigned
Smooth Muscle Tumor;Unassigned
Carcinoma, Embryonal;Unassigned
Germinoma;Unassigned
Gonadoblastoma;Unassigned
Seminoma;Unassigned
Endodermal Sinus Tumor;Unassigned
Neuroectodermal Tumors, Primitive, Peripheral;Unassigned
Neuroectodermal Tumors, Primitive;Unassigned
Teratocarcinoma;Unassigned
Chromosomes, Artificial, Yeast;Unassigned
Trophoblastic Tumor, Placental Site;Unassigned
Adrenocortical Adenoma;Unassigned
Adenoma, Liver Cell;Unassigned
Adenoma, Oxyphilic;Unassigned
Acrospiroma;Unassigned
Hidrocystoma;Unassigned
Syringoma;Unassigned
Adenoma, Villous;Unassigned
Adenomatoid Tumor;Unassigned
Adenomatosis, Pulmonary;Unassigned
Adenomatous Polyps;Unassigned
Helix-Loop-Helix Motifs;Unassigned
Gelsolin;Unassigned
Mesothelioma, Cystic;Unassigned
Adenocarcinoma, Clear Cell;Unassigned
Adenocarcinoma, Follicular;Unassigned
Carcinoma, Papillary, Follicular;Unassigned
Adenocarcinoma, Sebaceous;Unassigned
Carcinoma, Acinar Cell;Unassigned
Adrenocortical Carcinoma;Unassigned
Carcinoma, Endometrioid;Unassigned
Carcinoma, Ductal, Breast;Unassigned
Signal Recognition Particle;Unassigned
Porins;Unassigned
Carcinoma, Islet Cell;Unassigned
Carcinoma, Lobular;Unassigned
Carcinoma, Medullary;Unassigned
Carcinoma, Mucoepidermoid;Unassigned
Carcinoma, Neuroendocrine;Unassigned
Carcinoma, Signet Ring Cell;Unassigned
Carcinoma, Skin Appendage;Unassigned
Cholangiocarcinoma;Unassigned
Cystadenocarcinoma, Mucinous;Unassigned
Cystadenocarcinoma, Papillary;Unassigned
Cystadenocarcinoma, Serous;Unassigned
Klatskin Tumor;Unassigned
Carcinoma, Giant Cell;Unassigned
Carcinoma, Large Cell;Unassigned
Carcinoma, Small Cell;Unassigned
Carcinoma, Verrucous;Unassigned
Cystadenoma, Mucinous;Unassigned
Cystadenoma, Papillary;Unassigned
Cystadenoma, Serous;Unassigned
Neoplasms, Adnexal and Skin Appendage;Unassigned
Neoplasms, Basal Cell;Unassigned
Pilomatrixoma;Unassigned
Neoplasms, Cystic, Mucinous, and Serous;Unassigned
Mucoepidermoid Tumor;Unassigned
Neoplasms, Ductal, Lobular, and Medullary;Unassigned
Papilloma, Intraductal;Unassigned
Neoplasms, Mesothelial;Unassigned
Neoplasms, Neuroepithelial;Unassigned
Ganglioglioma;Unassigned
Esthesioneuroblastoma, Olfactory;Unassigned
Ganglioneuroblastoma;Unassigned
Neurocytoma;Unassigned
Neoplasms, Squamous Cell;Unassigned
Papilloma, Inverted;Unassigned
Neoplasms, Gonadal Tissue;Unassigned
Sertoli-Leydig Cell Tumor;Unassigned
Luteoma;Unassigned
Sex Cord-Gonadal Stromal Tumors;Unassigned
Glioma, Subependymal;Unassigned
Gliosarcoma;Unassigned
Nerve Sheath Neoplasms;Unassigned
Neurofibroma, Plexiform;Unassigned
Neurofibrosarcoma;Unassigned
Neurothekeoma;Unassigned
Angiofibroma;Unassigned
Hemangioendothelioma, Epithelioid;Unassigned
Hemangioma, Capillary;Unassigned
Hemangioblastoma;Unassigned
Nevi and Melanomas;Unassigned
Hutchinson's Melanotic Freckle;Unassigned
Melanoma, Amelanotic;Unassigned
Nevus, Blue;Unassigned
Nevus, Intradermal;Unassigned
Nevus, Spindle Cell;Unassigned
Nevus, Epithelioid and Spindle Cell;Unassigned
Odontogenic Cyst, Calcifying;Unassigned
Rhabdoid Tumor;Unassigned
Receptors, Aryl Hydrocarbon;Unassigned
Receptors, Adrenergic, alpha-1;Unassigned
Receptors, Adrenergic, alpha-2;Unassigned
Receptors, Adrenergic, beta-1;Unassigned
Receptors, Adrenergic, beta-2;Unassigned
T-Lymphocytopenia, Idiopathic CD4-Positive;Unassigned
Hepadnaviridae Infections;Unassigned
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid;Unassigned
Coronavirus Infections;Unassigned
Rhabdoviridae Infections;Unassigned
Alphavirus Infections;Unassigned
Rubivirus Infections;Unassigned
Respiratory Syncytial Virus Infections;Unassigned
Neuroendocrine Tumors;Unassigned
Neoplasm, Residual;Unassigned
Vasculitis, Leukocytoclastic, Cutaneous;Unassigned
Leukocyte-Adhesion Deficiency Syndrome;Unassigned
Peripheral Nervous System Agents;Unassigned
LLC-PK1 Cells;Unassigned
Neutrophil Activation;Unassigned
Cardiovascular Abnormalities;Unassigned
Neurotransmitter Agents;Unassigned
Thyroid Hormone Resistance Syndrome;Unassigned
Bay-Region, Polycyclic Aromatic Hydrocarbon;Unassigned
Oxidative Stress;Unassigned
Centrosome;Unassigned
Kinetochores;Unassigned
Codon, Initiator;Unassigned
Codon, Terminator;Unassigned
Codon, Nonsense;Unassigned
Genomic Imprinting;Unassigned
CA-125 Antigen;Unassigned
CA-19-9 Antigen;Unassigned
Mucin-1;Unassigned
Homeodomain Proteins;Unassigned
Isochromosomes;Unassigned
Virus Physiological Phenomena;Unassigned
Bacterial Physiological Phenomena;Unassigned
Foot Injuries;Unassigned
Pneumonia, Bacterial;Unassigned
CD8-Positive T-Lymphocytes;Unassigned
Th1 Cells;Cellular
Th2 Cells;Cellular
Primate Diseases;Unassigned
Ape Diseases;Unassigned
Cholesteatoma, Middle Ear;Unassigned
Drug Resistance, Multiple;Unassigned
ATP Binding Cassette Transporter, Subfamily B;Unassigned
Brown-Sequard Syndrome;Unassigned
Blue Toe Syndrome;Unassigned
beta-Lactam Resistance;Unassigned
Biofilms;Unassigned
Lymphoma, B-Cell, Marginal Zone;Unassigned
SAIDS Vaccines;Unassigned
Disease Progression;Unassigned
Homosexuality, Male;Unassigned
Homosexuality, Female;Unassigned
Protein S Deficiency;Unassigned
Placenta, Retained;Unassigned
Persistent Vegetative State;Unassigned
Lichen Sclerosus et Atrophicus;Unassigned
Fractures, Comminuted;Unassigned
Soft Tissue Infections;Unassigned
Gravity Sensing;Unassigned
Positive-Pressure Respiration, Intrinsic;Unassigned
Gravity, Altered;Unassigned
Hypergravity;Unassigned
Hypogravity;Unassigned
Head-Down Tilt;Unassigned
Hypokinesia;Unassigned
Convection;Unassigned
Muscle, Skeletal;Unassigned
Diaphyses;Unassigned
Muscle Fibers, Skeletal;Unassigned
Ventricular Dysfunction, Left;Unassigned
Bone Demineralization, Pathologic;Unassigned
Space Motion Sickness;Unassigned
Serotonin Agents;Unassigned
Dopamine Agonists;Unassigned
Dopamine Antagonists;Unassigned
Cardiovascular Deconditioning;Unassigned
Histamine Agents;Unassigned
Fluid Shifts;Unassigned
Hyperoxia;Unassigned
Ventricular Dysfunction, Right;Unassigned
Linear Energy Transfer;Unassigned
Diabetes Insipidus, Nephrogenic;Unassigned
Antirheumatic Agents;Unassigned
Genome, Protozoan;Unassigned
Ecological Systems, Closed;Unassigned
Gene Expression Regulation, Plant;Unassigned
Gene Expression Regulation, Developmental;Unassigned
DNA, Helminth;Unassigned
RNA, Helminth;Unassigned
Parasitemia;Unassigned
Plant Structures;Unassigned
Plant Leaves;Unassigned
Pulvinus;Unassigned
Plant Roots;Unassigned
Plant Root Cap;Unassigned
Meristem;Unassigned
Plant Shoots;Unassigned
Plant Physiological Phenomena;Unassigned
Gravitropism;Unassigned
Tropism;Unassigned
Phototropism;Unassigned
Germination;Unassigned
Plant Transpiration;Unassigned
ATP-Binding Cassette Transporters;Unassigned
Gastric Stump;Unassigned
Biomass;Unassigned
Earth, Planet;Unassigned
Mars;Unassigned
Venus;Unassigned
Mercury, Planet;Unassigned
Jupiter;Unassigned
Saturn;Unassigned
Uranus;Unassigned
Neptune;Unassigned
Pluto;Unassigned
Minor Planets;Unassigned
Hypocotyl;Unassigned
Plant Stems;Unassigned
Cotyledon;Unassigned
Cryptogenic Organizing Pneumonia;Unassigned
Cephalosporin Resistance;Unassigned
Crops, Agricultural;Unassigned
Food-Drug Interactions;Unassigned
Pregnancy, High-Risk;Unassigned
Breast Neoplasms, Male;Unassigned
Crown-Rump Length;Unassigned
Pliability;Unassigned
Gastroparesis;Unassigned
Minisatellite Repeats;Unassigned
King's Evil;Unassigned
Milk Sickness;Unassigned
Spontaneous Combustion;Unassigned
Sweating Sickness;Unassigned
PrPSc Proteins;Unassigned
PrPC Proteins;Unassigned
PrP 27-30 Protein;Unassigned
Retroelements;Unassigned
Gene Dosage;Unassigned
Vitreoretinopathy, Proliferative;Unassigned
ras Proteins;Unassigned
Pulmonary Atresia;Unassigned
Hypoplastic Left Heart Syndrome;Unassigned
Contact Lens Solutions;Unassigned
Stomatognathic System Abnormalities;Unassigned
Absinthe;Unassigned
Amber;Unassigned
Ambergris;Unassigned
Lymphocyte Count;Unassigned
Muscle Fibers, Fast-Twitch;Unassigned
Muscle Fibers, Slow-Twitch;Unassigned
Ventricular Septal Rupture;Unassigned
Adrenergic Agents;Unassigned
Interleukin-12;Unassigned
Adrenergic Antagonists;Unassigned
Tooth Injuries;Unassigned
Cholinergic Agents;Unassigned
Cholinergic Agonists;Unassigned
Cholinergic Antagonists;Unassigned
Anesthetics, General;Unassigned
GABA Agents;Unassigned
Excitatory Amino Acid Agents;Unassigned
Glycine Agents;Unassigned
Anesthetics, Inhalation;Unassigned
Anesthetics, Intravenous;Unassigned
Antidepressive Agents, Second-Generation;Unassigned
Sensory System Agents;Unassigned
Excitatory Amino Acid Agonists;Unassigned
Excitatory Amino Acid Antagonists;Unassigned
Antimanic Agents;Unassigned
Neuroprotective Agents;Unassigned
Nootropic Agents;Unassigned
Glutamic Acid;Unassigned
Coated Vesicles;Unassigned
Mononegavirales Infections;Unassigned
Filoviridae Infections;Unassigned
Founder Effect;Unassigned
Volcanic Eruptions;Unassigned
Analgesics, Non-Narcotic;Unassigned
Molecular Mimicry;Unassigned
Purple Membrane;Unassigned
Receptor, ErbB-2;Unassigned
Muscarinic Agonists;Unassigned
Nicotinic Agonists;Unassigned
Bethanechol;Unassigned
Tar-Water;Unassigned
Anti-Dyskinesia Agents;Unassigned
Muscarinic Antagonists;Unassigned
Entorhinal Cortex;Unassigned
Nicotinic Antagonists;Unassigned
Genes, erbB-2;Unassigned
DNA Adducts;Unassigned
Hand Strength;Unassigned
Hexamethonium;Unassigned
Oncogene Proteins v-erbB;Unassigned
Genetic Heterogeneity;Unassigned
Replication Origin;Unassigned
DNA, Chloroplast;Unassigned
DNA, Plant;Unassigned
Genome, Plant;Unassigned
Systemic Inflammatory Response Syndrome;Unassigned
RNA, Chloroplast;Unassigned
RNA, Plant;Unassigned
6-Cyano-7-nitroquinoxaline-2,3-dione;Unassigned
Diet, Fat-Restricted;Unassigned
Diet, Protein-Restricted;Unassigned
Ventricular Dysfunction;Unassigned
GABA Agonists;Unassigned
GABA Antagonists;Unassigned
GABA Modulators;Unassigned
Stimulants, Historical;Unassigned
Adrenergic Uptake Inhibitors;Unassigned
Multiple Endocrine Neoplasia Type 1;Unassigned
Muscle Fatigue;Unassigned
Dopamine Uptake Inhibitors;Unassigned
Arthralgia;Unassigned
Genes, erbB-1;Unassigned
Oncogene Proteins v-erbA;Unassigned
Genes, erbA;Unassigned
Multiple Chemical Sensitivity;Unassigned
Hantavirus Infections;Unassigned
Tension-Type Headache;Unassigned
Impotence, Vasculogenic;Unassigned
Abdominal Abscess;Unassigned
Tricuspid Atresia;Unassigned
Bone Substitutes;Unassigned
CD4 Lymphocyte Count;Unassigned
Encephalitis, Viral;Unassigned
Interleukin-13;Unassigned
Immunoconjugates;Unassigned
Cell Cycle Proteins;Unassigned
Anemia, Iron-Deficiency;Unassigned
Intercellular Adhesion Molecule-1;Unassigned
Thy-1 Antigens;Unassigned
CD2 Antigens;Unassigned
Hantavirus Pulmonary Syndrome;Unassigned
Sepsis;Unassigned
Polymorphism, Single-Stranded Conformational;Unassigned
Transcription Factor AP-1;Unassigned
Proliferating Cell Nuclear Antigen;Unassigned
Multiple Endocrine Neoplasia Type 2a;Unassigned
Multiple Endocrine Neoplasia Type 2b;Unassigned
Genes, erbB;Unassigned
Genes, cdc;Unassigned
N-Methyl-3,4-methylenedioxyamphetamine;Unassigned
Fenoldopam;Unassigned
Dipeptidyl Peptidase 4;Unassigned
CD18 Antigens;Unassigned
alpha-Endorphin;Unassigned
gamma-Endorphin;Unassigned
CD13 Antigens;Unassigned
Carcinoma, Lewis Lung;Unassigned
Immunoglobulins, Thyroid-Stimulating;Unassigned
Adhesins, Bacterial;Unassigned
Adhesins, Escherichia coli;Unassigned
Molecular Chaperones;Unassigned
Chaperonins;Unassigned
Chaperonin 60;Unassigned
Chaperonin 10;Unassigned
Inflammation Mediators;Unassigned
HSP70 Heat-Shock Proteins;Unassigned
HSP90 Heat-Shock Proteins;Unassigned
Cyclin-Dependent Kinases;Unassigned
CD11 Antigens;Unassigned
Excitatory Amino Acids;Unassigned
Opioid Peptides;Unassigned
Cystitis, Interstitial;Unassigned
Germinal Center;Unassigned
Hair Follicle;Unassigned
Sneddon Syndrome;Unassigned
Merkel Cells;Unassigned
Heat-Shock Response;Unassigned
Endoplasmic Reticulum, Rough;Unassigned
Endoplasmic Reticulum, Smooth;Unassigned
Pregnancy Rate;Unassigned
Spheroids, Cellular;Unassigned
Environmental Illness;Unassigned
Sick Building Syndrome;Unassigned
Limb Buds;Unassigned
Ventricular Premature Complexes;Unassigned
Atrial Premature Complexes;Unassigned
Heat Stress Disorders;Unassigned
Heat Stroke;Unassigned
Aphasia, Conduction;Unassigned
Landau-Kleffner Syndrome;Unassigned
Aphasia, Primary Progressive;Unassigned
Dentate Gyrus;Unassigned
Proton-Motive Force;Unassigned
Reverse Transcriptase Inhibitors;Unassigned
Microsatellite Repeats;Unassigned
CpG Islands;Unassigned
Dinucleotide Repeats;Unassigned
Peroxisomal Disorders;Unassigned
Chondrodysplasia Punctata, Rhizomelic;Unassigned
Antineoplastic Agents, Alkylating;Unassigned
Muscle Weakness;Unassigned
src Homology Domains;Unassigned
Trinucleotide Repeats;Unassigned
Event-Related Potentials, P300;Unassigned
Cells, Immobilized;Unassigned
Blood-Aqueous Barrier;Unassigned
Optic Neuropathy, Ischemic;Unassigned
Neovascularization, Physiologic;Unassigned
Leukostasis;Unassigned
HL-60 Cells;Unassigned
Persian Gulf Syndrome;Unassigned
Vascular Capacitance;Unassigned
Chemokines;Unassigned
Anti-Allergic Agents;Unassigned
Anti-Asthmatic Agents;Unassigned
Immunity, Mucosal;Unassigned
Antineoplastic Agents, Hormonal;Unassigned
Chemokine CCL2;Unassigned
Pili, Sex;Unassigned
Fournier Gangrene;Unassigned
Hepatitis C Antigens;Unassigned
Hepatitis C Antibodies;Unassigned
Caco-2 Cells;Unassigned
Antigens, CD19;Unassigned
Macrolides;Unassigned
Anthracyclines;Unassigned
Monocyte Chemoattractant Proteins;Unassigned
Chemokine CCL5;Unassigned
Antigens, CD1;Unassigned
Lipopolysaccharide Receptors;Unassigned
Antigens, CD20;Unassigned
Antigens, CD34;Unassigned
Drugs, Essential;Unassigned
CD36 Antigens;Unassigned
CD5 Antigens;Unassigned
CD59 Antigens;Unassigned
CD55 Antigens;Unassigned
CD57 Antigens;Unassigned
Hyaluronan Receptors;Unassigned
Hepatitis Antigens;Unassigned
Frameshifting, Ribosomal;Unassigned
Risperidone;Unassigned
CD58 Antigens;Unassigned
Insulin-Like Growth Factor Binding Proteins;Unassigned
Insulin-Like Growth Factor Binding Protein 1;Unassigned
Insulin-Like Growth Factor Binding Protein 2;Unassigned
Insulin-Like Growth Factor Binding Protein 3;Unassigned
Insulin-Like Growth Factor Binding Protein 4;Unassigned
Insulin-Like Growth Factor Binding Protein 5;Unassigned
Insulin-Like Growth Factor Binding Protein 6;Unassigned
Micronutrients;Unassigned
Molting;Unassigned
Myositis, Inclusion Body;Unassigned
Williams Syndrome;Unassigned
Congenital Disorders of Glycosylation;Unassigned
Epitopes, T-Lymphocyte;Unassigned
Epitopes, B-Lymphocyte;Unassigned
Salivary Ducts;Unassigned
Bacterial Translocation;Unassigned
Myelin Proteolipid Protein;Unassigned
Myelin-Associated Glycoprotein;Unassigned
Myelin P0 Protein;Unassigned
Myosin Light Chains;Unassigned
Myosin Heavy Chains;Unassigned
Myelin P2 Protein;Unassigned
Chorionic Gonadotropin, beta Subunit, Human;Unassigned
Wheat Germ Agglutinin-Horseradish Peroxidase Conjugate;Unassigned
Charybdotoxin;Unassigned
Phosphotyrosine;Unassigned
Nitric Oxide Synthase;Unassigned
CD56 Antigen;Unassigned
Deoxyribonuclease HpaII;Unassigned
Galanin;Unassigned
Cystic Fibrosis Transmembrane Conductance Regulator;Unassigned
Neural Cell Adhesion Molecules;Unassigned
P-Selectin;Unassigned
Drug Resistance, Neoplasm;Unassigned
Proto-Oncogene Proteins c-kit;Unassigned
Vascular Cell Adhesion Molecule-1;Unassigned
Antigens, CD7;Unassigned
Integrin beta1;Unassigned
CD40 Antigens;Unassigned
fas Receptor;Unassigned
Geologic Sediments;Unassigned
Mineral Fibers;Unassigned
Receptors, Vitronectin;Unassigned
Platelet Glycoprotein GPIb-IX Complex;Unassigned
Platelet Glycoprotein GPIIb-IIIa Complex;Unassigned
E-Selectin;Unassigned
L-Selectin;Unassigned
Muscle Neoplasms;Unassigned
Vascular Neoplasms;Unassigned
Bone Marrow Neoplasms;Unassigned
Prostatic Intraepithelial Neoplasia;Unassigned
Depression, Postpartum;Unassigned
HIV Enteropathy;Unassigned
Evoked Potentials, Motor;Unassigned
No-Observed-Adverse-Effect Level;Unassigned
Receptors, Polymeric Immunoglobulin;Unassigned
src-Family Kinases;Unassigned
Cell Adhesion Molecules, Neuron-Glia;Unassigned
Tenascin;Unassigned
Virus Assembly;Unassigned
Facies;Unassigned
Antibody-Dependent Enhancement;Unassigned
Cell Respiration;Unassigned
Cell Lineage;Unassigned
HT29 Cells;Unassigned
Epigastric Arteries;Unassigned
Transgenes;Unassigned
Helix-Turn-Helix Motifs;Unassigned
Cafe-au-Lait Spots;Unassigned
O Antigens;Unassigned
Smith-Lemli-Opitz Syndrome;Unassigned
Bridged Bicyclo Compounds, Heterocyclic;Unassigned
Selectins;Unassigned
Stem Cell Factor;Unassigned
Vitronectin;Unassigned
Telomerase;Unassigned
Postoperative Hemorrhage;Unassigned
Tight Junctions;Unassigned
Meteoroids;Unassigned
Fasciitis, Necrotizing;Unassigned
Burkholderia Infections;Unassigned
Antibodies, Blocking;Unassigned
Tumor Escape;Unassigned
Respiratory System Agents;Unassigned
Hemorrhagic Fever, Ebola;Unassigned
Evolution, Molecular;Unassigned
Vomeronasal Organ;Unassigned
Neuroaxonal Dystrophies;Unassigned
Peptide Library;Unassigned
Protein Splicing;Unassigned
Veterinary Drugs;Unassigned
N-Acetylneuraminic Acid;Unassigned
Nonheme Iron Proteins;Unassigned
Hydroxymethylglutaryl-CoA Reductase Inhibitors;Unassigned
Anesthetics, Combined;Unassigned
Reducing Agents;Unassigned
Appetite Stimulants;Unassigned
Jurkat Cells;Unassigned
Somites;Unassigned
DNA Methylation;Unassigned
Cadmium Compounds;Unassigned
Organ Preservation Solutions;Unassigned
Iron Metabolism Disorders;Unassigned
Iron Overload;Unassigned
GTP-Binding Proteins;Unassigned
GTP-Binding Protein alpha Subunits, Gs;Unassigned
GTP-Binding Protein alpha Subunits, Gi-Go;Unassigned
beta Carotene;Unassigned
Brain-Derived Neurotrophic Factor;Unassigned
Troponin C;Unassigned
Troponin I;Unassigned
Gingival Overgrowth;Unassigned
Metals, Heavy;Unassigned
Tooth Attrition;Unassigned
High-Energy Shock Waves;Unassigned
Temporomandibular Joint Disc;Unassigned
Oral Ulcer;Unassigned
Tooth Apex;Unassigned
Tooth Crown;Unassigned
Dentition, Permanent;Unassigned
Dentinal Fluid;Unassigned
Tooth Cervix;Unassigned
RNA, Satellite;Unassigned
Compressive Strength;Unassigned
HIV Wasting Syndrome;Unassigned
Nucleocapsid;Unassigned
Proto-Oncogene Proteins c-bcl-2;Unassigned
Genes, bcl-2;Unassigned
